mcEdepQuenched,posr,BerekelyAlphaBeta
0.428393,5214.67,-30.3663
0.249089,5506.83,-18.8655
0.347662,3399.55,-22.0578
1.77381,5729.98,-79.1564
1.01676,5650.76,-41.0726
0.696416,2302.94,-30.2532
0.0873146,5397.61,-7.73011
1.20812,4052.9,-65.1088
0.58979,4127.42,-33.1894
0.785616,4356.59,-41.4999
1.17093,3699.53,-88.4883
0.581875,5771.92,-18.4269
0.560215,5835.52,-20.2064
0.741096,5332.86,-47.6871
0.786681,2476.59,-37.8346
0.531466,3469.77,-35.0619
0.905394,5321.22,-51.8013
1.13531,5790.62,-54.8622
0.155356,3099.83,-10.5782
0.950463,5987.75,-41.1483
2.00029,1888.86,-115.158
0.699809,1630.07,-40.3402
1.40166,2903.91,-78.5426
0.328475,4856.97,-22.2915
0.466816,3822.18,-29.0657
1.61609,1926.35,-94.2012
0.631349,5413.88,-26.8756
0.466587,4822.75,-35.0612
0.906421,5686.87,-36.8534
0.856178,5981.65,-34.2888
1.75093,1925.33,-93.4088
1.68926,3855.8,-105.738
0.330826,3778.3,-17.2841
1.01065,3712.08,-77.0761
0.912998,5925.27,-40.6354
1.68273,3633.46,-112.528
0.504575,4661.28,-36.9252
0.533829,5469.37,-33.1243
1.09582,5093.06,-71.7945
1.19897,2876.64,-62.1315
0.840993,3280.62,-48.1547
1.67547,2181.74,-78.354
0.0949188,3294.76,-3.61514
0.799252,2384.5,-48.1812
1.47694,4518.22,-97.9795
0.951571,5482.81,-55.5164
0.558731,5166.83,-42.3613
1.71073,5381.61,-107.569
1.2524,5710.38,-51.9349
0.401084,3948.99,-23.7774
0.253817,5039.73,-19.5578
1.44297,5938.36,-57.919
0.947024,5862.7,-51.3053
1.23637,5567.72,-70.7409
0.910055,3760.74,-61.6029
0.921024,5924.03,-30.1748
1.52499,5913.65,-70.2066
0.478111,1367.54,-26.701
1.55063,2583.2,-102.487
1.68408,4976.93,-112.803
1.74489,4503.5,-117.225
0.731557,5406.68,-51.4229
1.30147,4405.2,-85.8574
0.219388,5445.98,-6.30005
0.530588,4946.17,-32.19
0.197663,3745.29,-11.2487
0.692525,5860.49,-37.0595
0.304403,3408.69,-13.8476
0.554167,3486.38,-39.7034
0.159624,2986.38,-12.6892
1.4648,4919.26,-97.1117
0.559025,4659.83,-41.0498
0.434774,5815.41,-20.9084
0.714858,5132.13,-51.4921
0.580237,5725.51,-26.1053
1.99567,5013.03,-127.573
0.462572,4636.51,-28.166
1.56139,1716.43,-93.8829
0.824736,5731.11,-50.7987
1.06005,5631.67,-52.6221
0.390211,5626.41,-24.3032
0.369814,5194.69,-23.5986
0.544521,3572.04,-28.8993
1.22717,4935.69,-73.3074
1.20918,3795.45,-79.8628
0.457221,3021.8,-28.3693
0.421073,4371.46,-23.8989
1.0282,4864.79,-61.8651
0.891033,4173.85,-62.7454
0.830894,2819.96,-59.8825
1.01964,3913.17,-60.0037
0.142612,4460.98,-11.1446
0.874063,5022.64,-60.6141
0.290158,3749.7,-27.496
1.00094,4644.43,-71.4348
0.240531,3635.63,-15.4657
0.307663,4520.75,-18.6926
1.32566,5879.56,-57.4317
0.324886,3748.11,-13.7925
0.480246,3138.04,-36.207
1.34783,3169.01,-81.2236
0.697181,3928.31,-45.635
0.343879,2755.53,-19.6024
0.244509,5755.85,-12.6431
0.653826,5436.07,-42.8963
0.573182,5970.6,-24.6667
0.902779,2844.9,-51.5103
0.550184,5492.89,-32.2407
0.363302,3842.83,-17.6157
0.444437,5900.03,-22.0326
1.40779,3820.34,-109.292
1.06532,5251.49,-74.6118
0.876018,4410.63,-49.0592
0.912376,5699.21,-37.0251
0.232871,3108.97,-14.3587
0.438374,1647.48,-20.9533
0.562474,1646.42,-32.7866
0.264614,4783.8,-16.7803
1.19102,2566.87,-79.6052
0.85688,4167.69,-57.4032
1.05582,5117.8,-71.889
0.672071,2347.14,-46.2137
1.77575,4988.66,-121.162
0.529593,2985.4,-31.1339
0.745569,3234.37,-55.5387
0.467758,2762.1,-23.1551
0.14636,3019.01,-8.34906
1.52078,5729.28,-75.6555
0.755662,5029.79,-49.1575
1.0334,3908.7,-64.7054
0.727898,5702.85,-42.8481
1.49311,2094.63,-95.2911
0.390714,5975.44,-24.6516
1.35168,4718.8,-77.4295
0.445566,5975.84,-21.2845
1.37132,5359.92,-89.5043
0.955694,4398.27,-68.8225
1.43825,4626.43,-83.6685
0.170868,5317.6,-14.7935
1.01311,5745.21,-48.1209
0.915127,3734.5,-55.0115
1.01748,5019,-70.3821
1.6994,3144.6,-109.678
0.860208,4258.32,-60.6839
1.54235,6054.6,-69.5514
1.61353,3546.69,-99.1361
0.813136,3303.2,-53.8159
1.19048,5130.13,-82.2575
1.24162,5764.79,-49.4866
0.440556,5289.4,-28.6314
0.819888,718.106,-36.3065
1.46018,5229.81,-91.2618
1.58324,5133.39,-85.5377
1.18633,5839.78,-47.3053
0.46895,5783.6,-19.6192
1.73975,3606.87,-112.058
0.0876798,1554.55,-4.58849
1.18844,1881.9,-61.0034
0.564803,2045.82,-29.3403
0.527202,5083.73,-34.5864
0.474872,3057.79,-31.3762
1.37131,4192.8,-92.4253
1.12497,5541.14,-52.6027
0.285462,3797.63,-19.6504
0.188285,5953.35,-8.67338
0.390902,1662.2,-22.1753
0.409685,4499.79,-28.6606
0.471192,4817.84,-32.0551
1.44884,4544.11,-98.4074
1.72175,2400.34,-100.586
0.177186,5317.23,-8.76868
1.61172,1031.77,-87.0503
1.0689,5837.71,-33.5689
1.38175,2568.05,-88.3056
1.504,5625.11,-61.9626
1.18119,5773.02,-58.128
1.10833,3983,-64.2251
0.480813,4222.5,-25.7765
0.40907,2709.2,-22.024
1.04711,5685.27,-51.2874
0.394678,4453.86,-22.4089
0.536241,3332.33,-32.6163
0.647697,4854.36,-47.9577
0.9311,2242.93,-43.0631
0.29344,5790.03,-14.076
0.796409,4063.17,-55.7163
0.216184,5185.54,-16.8279
1.40915,4999.91,-86.6303
1.17061,4789.65,-78.8821
0.520706,4906.28,-34.0561
0.0825657,3130.03,-4.72599
1.56183,4944.28,-94.9985
1.59893,3022.91,-101.916
1.78944,2999.13,-104.951
0.686261,5406.92,-40.5344
0.482934,1797.82,-31.5733
0.379159,2446.86,-23.0951
1.22944,5860.17,-53.0373
1.22737,5365.62,-72.9266
0.838303,1983.86,-51.8683
1.40204,5483.94,-77.0094
0.441443,5088.25,-32.2923
0.862656,4975.02,-62.6809
0.995307,5178.56,-68.8979
0.814427,4920.14,-53.0107
1.58,4496.54,-92.0138
1.09136,3286.53,-66.4646
1.14321,4632.39,-84.5896
0.986852,2582.04,-61.8061
1.26377,2054.91,-79.5632
0.7287,4761.9,-52.7054
0.787086,4739.39,-56.3124
0.0618562,3786.75,-4.94619
1.03044,5572.35,-56.5953
0.701125,2782.89,-40.8283
1.02194,5723.39,-46.3713
0.925169,4811.32,-51.7725
0.523894,4998.92,-27.2459
1.18989,4209.42,-75.6833
0.331199,5552.51,-23.9843
0.429506,3206.15,-27.3516
1.64708,5874.78,-70.3737
0.596699,4139.67,-43.4531
1.58023,5294.17,-90.7783
0.764695,2889.25,-45.2202
0.614503,5729.5,-31.5891
1.50951,5938.9,-53.357
0.514932,5967.01,-18.1512
0.0642361,2401.69,-5.33953
0.695039,5541.65,-42.4381
0.239496,4783.16,-8.06511
0.0740939,3900.41,-6.15764
1.40975,5968.56,-52.8157
1.64144,2570.05,-97.1547
0.711553,5673,-33.1925
0.583386,5770.34,-27.7869
0.416849,5117.15,-28.7777
0.506953,5957.87,-30.6706
0.686626,5233.19,-38.568
1.223,5152.37,-74.4143
0.482818,3108.9,-28.1812
0.99147,1772.62,-49.879
0.494062,3291.41,-30.484
0.828318,5161.02,-48.1585
2.0902,3640.51,-136.32
0.602645,5598.46,-31.1858
0.155767,6047.48,-9.16417
1.39664,4962.27,-79.8008
0.766926,3656.44,-47.0347
1.00991,5779.88,-51.3982
0.202569,3332.38,-14.7508
0.723836,4070.67,-48.1426
0.875846,2428.65,-53.7673
0.642918,2596.49,-37.7932
1.34827,6040.21,-47.6647
1.05199,5335.38,-63.3346
1.52746,4690.79,-102.859
1.36951,4331.79,-77.439
0.329442,5858.71,-14.0198
1.29637,4847.35,-86.7852
0.223149,5028.39,-17.355
0.455828,2255.53,-18.4653
0.92274,2323.64,-57.973
0.686293,5339.13,-43.5102
0.506331,4365.99,-37.2443
1.33238,5372.11,-82.8786
0.330609,4807.63,-19.2619
1.48129,5484.16,-72.9445
0.142977,2743.36,-8.84821
1.55595,4132.14,-102.222
0.848808,4941.48,-51.9527
0.0563182,3459.57,-3.81316
0.409784,5073.27,-31.1595
0.321019,4211.28,-17.2989
1.14163,5966.38,-45.361
1.6499,2607.03,-98.5852
1.26994,1104.38,-75.4048
1.50225,5505.94,-81.8874
1.81251,3904.2,-111.48
1.80474,4520.98,-115.241
0.24703,4181.55,-17.9202
1.03758,5662.18,-47.2605
0.379132,4374.68,-26.9957
1.69944,2013.14,-101.426
0.712021,3727.18,-45.3729
0.24334,5322.75,-13.2065
1.1192,3648.04,-66.2606
0.763792,5518.62,-30.3545
0.416,3883.19,-26.051
0.122783,5370.12,-9.12581
0.582188,5114.99,-40.0589
1.2323,2894.22,-68.5473
1.32993,5878.94,-57.5286
1.05792,3218.54,-68.6271
0.432694,5353.26,-24.2356
0.934322,4774.67,-60.1709
0.22149,4010.67,-12.5084
1.39187,1407.07,-82.2956
1.06105,916.009,-55.2243
0.590045,3127.74,-37.4502
1.46049,5899.51,-66.7178
0.306081,4762.56,-10.8917
0.189738,2303.95,-8.78267
0.768436,5070.36,-51.244
1.49169,4497.34,-97.381
1.14141,5744.29,-57.6803
0.934359,5504.12,-48.0281
0.91733,4026.45,-61.7286
1.12408,5393.55,-66.3799
0.640842,5490.38,-28.0129
1.13023,4312.79,-74.5054
0.542623,5364.02,-30.443
0.597674,5401.18,-42.3953
0.687744,4205.09,-44.168
0.695305,5884.43,-31.3958
0.27082,5152,-22.7277
0.833369,5119.44,-55.8132
0.706238,2865.83,-44.0028
0.0601315,4654.26,-3.42175
1.2551,4601.8,-73.7185
0.4926,4311.91,-28.3708
0.873112,4100.83,-68.3915
0.320256,5451.48,-18.8163
0.227025,4377.48,-9.70477
0.101828,3234.95,-10.1026
0.222364,2457.7,-12.7444
0.344651,3296.86,-21.8437
1.15953,5306.33,-76.4748
0.087332,5160.75,-4.95869
0.120896,5179.95,-12.1532
1.84453,4928.8,-104.387
1.31097,4431.73,-80.7366
0.907692,5592.45,-49.6474
0.568791,5831.51,-13.7351
0.171701,2619.37,-7.01681
0.436256,5292.28,-28.7578
0.813879,2564.96,-52.5647
1.41099,4975.47,-90.9003
1.68581,5418.68,-102.037
1.24209,5769.68,-55.1173
0.371326,4645.62,-26.0759
1.80831,5349.89,-94.331
0.333034,5070.96,-17.711
1.5479,4628.42,-92.1142
0.994118,2514.28,-60.6885
1.20165,2024.75,-79.7126
0.898613,4396.49,-58.6781
1.27804,3251.37,-80.6327
0.85673,3973.67,-51.9453
1.73985,5096.73,-115.334
0.749575,4575.9,-51.3477
0.363102,5040.75,-18.9766
0.664763,5568.89,-34.9443
1.37995,5626.51,-75.0842
1.08759,3622.87,-62.0985
0.815867,4908.58,-55.742
0.933212,4850.26,-59.5298
1.10008,4008.83,-66.8556
0.402765,3720.91,-21.5592
0.142773,3050.9,-8.3818
1.34613,5006.99,-75.4282
1.40315,5343.79,-88.614
0.453893,5019.16,-26.0746
0.621652,3551.01,-34.3284
0.234185,5833.62,-7.41112
0.95184,2700.3,-57.5786
0.568524,5167.19,-30.7534
1.92814,4453.11,-134.62
1.23611,1506.71,-60.0632
1.34964,5097.41,-84.591
0.940069,3028.62,-58.2405
1.5163,4435.28,-96.9093
0.420718,5791.15,-15.78
1.63409,4241.91,-100.172
0.818814,4644.2,-60.4889
0.391488,5847.87,-11.5707
1.66069,5420.64,-78.8715
0.0642515,5199.83,-2.60803
1.08985,3363.9,-65.5376
0.832291,5300.41,-48.154
1.21597,3040.27,-74.4174
0.646907,3216,-41.6743
0.709779,4811.26,-45.421
0.782099,2770.48,-46.3009
0.509373,1473.2,-33.6224
0.727781,4421.48,-37.9939
1.49605,4113.26,-85.4381
0.0740016,4479.24,-5.37722
1.01465,2412.82,-63.9764
0.107211,3607.94,-9.15655
0.704806,5847.38,-28.6567
1.26329,3456.9,-81.5917
0.926457,5404.36,-58.8271
0.512476,2844.6,-31.0794
1.30445,3849.72,-81.1576
0.22537,5232.53,-23.4695
0.144166,5597.55,-13.6132
0.59778,5967.55,-32.929
0.078217,6057.62,-4.17918
1.31283,5678.05,-58.7065
1.21952,4986.51,-92.0164
0.495708,4365.94,-36.1674
0.847206,4801.88,-49.7713
0.446481,4945.34,-33.6349
0.881467,2017.43,-59.0231
1.23659,3302.55,-79.5893
0.259706,1352.38,-15.4535
1.21695,2688.55,-88.2789
0.716047,4793.19,-41.7664
0.65478,3198.23,-46.4989
0.323434,4086.29,-29.9448
1.19583,5053.22,-67.678
0.0883266,3314.03,-4.59348
0.368304,5753.5,-17.8875
0.754589,5575.73,-38.5116
1.22918,4304.59,-81.0858
1.25427,3444.09,-81.047
0.775062,3992.02,-56.4033
0.676233,3959.83,-42.0927
1.4201,4216.51,-76.0066
0.711451,1608.68,-47.7086
0.446707,3988.9,-30.5664
0.356878,1741.41,-14.8732
0.709786,3871.09,-48.302
0.714685,3756.49,-50.1891
1.14162,3007.54,-74.3537
0.530436,5868.09,-21.1522
0.429797,3920.92,-31.0061
0.485434,2994.41,-31.4182
0.692598,4177.51,-39.2698
0.652817,5807.86,-35.8027
1.32365,4653.6,-85.7194
0.771388,2896.33,-59.2046
0.135239,4245.12,-15.4594
1.4883,2855.75,-93.9282
0.884282,5748.13,-40.5775
0.451377,3984.59,-33.3381
0.763242,4583.06,-51.0286
1.88304,5879.5,-73.2376
0.380583,2591.41,-24.2929
0.846052,4471.83,-62.937
0.348788,5503.11,-21.9114
0.480662,4896.2,-30.1568
1.92321,5085.02,-123.159
0.543178,5772.8,-24.677
1.45554,2823.79,-97.0257
0.459145,5328.68,-31.0408
0.392531,4789.92,-20.3048
0.519468,4127.6,-41.1712
0.479781,5993.27,-18.9779
1.0949,890.413,-65.8332
1.06522,4532.79,-56.9089
1.55333,5564.74,-81.7866
0.608183,5860.11,-31.2639
0.498364,5870.89,-21.2968
0.311782,4665.54,-29.3717
0.40486,1033.51,-19.1738
0.666341,3706.48,-39.1201
1.09097,3666.98,-63.6733
1.67135,1823.04,-89.3137
1.35516,2463.55,-84.066
0.261938,5312.85,-15.5882
0.740898,4705.5,-48.8931
0.431104,2089.82,-23.8237
0.616272,5195.37,-39.3136
1.43161,5660.62,-74.9331
1.89584,5390.55,-111.413
0.718824,4297.03,-44.8163
0.450365,4545.72,-28.7168
1.46703,4135.12,-98.4588
0.794686,4722.78,-58.4129
0.0901892,5026.24,-5.1377
1.00395,5426.83,-60.1706
0.997067,3688.18,-73.8241
1.43166,4663.66,-84.3022
1.41399,2281.85,-76.5619
0.267373,3537.93,-13.0101
0.216859,4521.93,-15.0701
0.218793,3856.67,-9.3434
0.694425,4271.04,-51.0534
1.29483,2479.43,-76.5365
0.462587,4846.82,-32.8603
0.760234,5194.87,-49.422
0.407282,5312.69,-26.5124
0.384194,4292.07,-25.9494
0.125602,4654.79,-4.62113
0.355124,5418.82,-23.1532
0.769793,5686.61,-35.5663
1.43066,3423.07,-87.5949
0.709323,4836.15,-49.4847
1.02177,3913.23,-68.7352
1.487,4924.11,-113.003
0.440709,5589.6,-28.2682
2.04979,5945.13,-76.6936
0.595953,5127.29,-38.1145
1.08477,5552.11,-60.323
0.601208,4113.42,-35.042
0.395557,1603.2,-25.5748
0.685226,5775.29,-37.3862
1.40914,4725.63,-101.436
0.851709,5208.87,-62.7458
1.47386,5624.39,-69.3641
0.785857,5081.88,-56.118
1.25459,4315.85,-83.8808
1.07087,3020.64,-65.1967
0.872869,5679.11,-42.8909
1.20847,5206.11,-80.6227
0.821112,4561.07,-54.9478
0.781426,2858.18,-49.2871
0.572548,4898.84,-43.4896
1.31484,2331.29,-84.0316
0.725856,5345.61,-45.982
1.10384,4541.56,-70.9254
1.33037,4701.14,-104.526
0.435864,4882.78,-37.2456
1.51804,5287.75,-91.3762
0.230709,5969.77,-8.17849
0.556889,5667.36,-29.0427
0.29636,5961.91,-10.8674
0.777101,5337.01,-51.729
0.136075,3767.38,-6.16515
1.52601,5691.12,-66.496
0.122151,5487.46,-1.5616
0.588658,5272.27,-38.8176
1.29726,4133.06,-88.1713
1.612,5656.53,-84.4465
1.47964,4909.58,-95.4387
0.641835,2516.79,-34.2236
0.478026,5191.79,-38.7268
1.1389,5028.36,-73.0553
1.06057,5877.33,-40.0949
0.932406,3206.55,-58.2257
1.16944,4326.01,-83.7416
0.204101,5870.41,-10.7892
1.33762,3387.87,-78.2468
1.21918,6035.55,-66.717
1.52785,3724.84,-95.4483
0.828284,4006.9,-54.237
1.07041,4895.77,-80.7474
0.387857,2071.87,-20.2187
0.809199,3298.6,-52.0975
0.908091,5181.39,-62.4609
0.572163,3137.65,-37.4472
0.196051,4441.77,-15.4518
0.37348,3768.02,-24.5202
1.89428,4542.16,-120.416
1.32303,3793.89,-81.813
0.486295,4764.18,-27.387
0.488044,5312.97,-30.0725
0.756466,5337.96,-50.6961
1.51072,2202.37,-83.1971
1.18852,4080.21,-74.3276
1.14719,5432.13,-61.9642
0.27144,4552.01,-18.5027
0.845743,4869.49,-50.4639
1.63764,5146.92,-98.4275
0.388367,3787.32,-27.8723
1.85049,5343.87,-116.767
1.50593,5094.96,-91.1955
1.50212,4119.78,-91.9437
1.32742,3522.79,-88.8772
1.7037,6030.23,-61.1613
1.01429,5017.93,-70.7892
0.879898,5016.51,-54.8806
0.256176,4592.68,-15.3144
0.980522,4729.44,-73.2187
0.679636,2242.5,-43.1277
0.602566,4456.62,-38.5116
1.03564,3257.7,-64.8358
0.750191,4201.93,-51.5008
1.11831,4536.62,-66.3299
0.67542,5364.61,-38.2167
1.34575,4117.89,-87.8204
0.566013,5787.73,-26.9442
0.952471,5082.62,-56.3001
1.09844,4149.81,-75.367
0.12187,2971.85,-4.41374
1.27443,5754.55,-44.2865
1.16861,1127.42,-65.9997
0.095638,3975.88,-5.56557
1.06138,5571.73,-54.501
0.177168,5776.73,-6.26056
1.65277,2382.83,-95.9437
0.965208,4236.64,-57.9822
1.62195,5360.39,-84.8637
1.16156,4369.12,-80.0041
0.244694,5629.29,-11.1849
0.106099,5419.22,-1.47607
1.56944,3992.4,-84.8926
0.45736,3545.81,-23.4337
0.157056,6005.22,-11.4066
0.692902,4821.32,-42.8765
1.49632,6014.34,-60.562
0.376709,2634.73,-24.1614
1.29338,5421.15,-63.1616
0.64485,5191.44,-38.2894
1.43904,4493.07,-90.6919
1.27304,6059.4,-50.4891
0.0802008,4604.82,-2.74689
1.67036,4081.82,-105.129
0.51227,4151.61,-33.2933
1.75742,4572.74,-127.766
1.58203,5279.9,-106.783
1.23602,5095,-64.0809
0.25446,5952.12,-14.8215
0.528065,5625.61,-19.3952
0.2003,5134.55,-12.8194
1.4913,4440.5,-84.2065
0.62637,5121.63,-38.9116
0.172402,5640.3,-8.36119
0.218597,5989.91,-8.19288
0.539752,5438.22,-22.6989
0.971388,5442.74,-55.1247
0.731878,5624.72,-47.0203
0.256014,3869.3,-19.8306
0.919876,5355.34,-56.5223
0.295632,4868.69,-20.2518
0.205325,5417.95,-15.5243
0.472486,6059.91,-22.074
0.688525,5401.92,-47.9864
0.727758,5406.43,-47.1546
1.30118,5363,-81.3786
0.931907,3642.9,-66.1109
1.36098,3928.94,-102.578
0.486122,5035.51,-41.5162
1.34677,4668.1,-89.0516
0.189481,2770.06,-11.3688
0.26759,3247.3,-11.9053
1.05126,4467.06,-67.258
1.02305,5109.41,-62.0678
1.2682,4589.99,-96.1043
0.832659,3948.4,-50.1916
1.28643,4235.46,-79.9041
1.32089,5897.98,-64.1025
0.508854,4391.04,-36.3036
0.919355,5823.52,-42.2889
0.198151,5921.54,-5.97308
0.872097,5617.87,-38.8858
0.502377,5584.07,-37.4185
0.684013,5807.74,-25.2392
0.947008,5508.35,-45.8051
1.49792,5508.65,-74.1782
0.702227,4603.33,-48.3967
0.926288,5875.85,-45.0688
1.32546,5573.27,-77.1821
0.64876,1056.2,-27.3227
0.622419,4289.45,-40.3056
0.523108,1374.82,-33.8584
0.836477,2919.49,-53.3687
1.11366,4888.8,-62.9711
0.569466,5717.59,-27.8161
0.621752,5321.67,-36.0202
1.13411,4455.43,-77.0545
0.581807,3593.01,-43.0789
1.19666,5570.25,-55.0626
1.19061,5213.9,-67.5823
0.465782,2681.58,-27.457
0.755887,5831.62,-32.249
0.277824,5990.63,-16.3076
1.2496,4719.54,-66.0213
1.329,4435.72,-90.4047
0.503564,4927.01,-30.3236
1.2004,4882.81,-80.3246
0.972584,4322.53,-63.6462
1.78876,5695.76,-95.6132
0.512149,4626.23,-28.6109
1.05926,5148.66,-78.9448
1.22294,4179.09,-79.2976
0.387135,4037.07,-19.7156
0.667442,5534.73,-34.1545
1.59024,5792.94,-54.4393
0.376059,5609.1,-17.8369
1.00509,1442.38,-64.837
0.648374,3934.7,-43.556
0.173156,5056.08,-12.8105
0.612933,2975.77,-33.9053
0.677744,5049.8,-37.9506
1.07537,3924.23,-76.544
0.868983,5175.42,-58.5525
0.418227,1726.56,-30.0726
1.55638,5924.79,-72.6535
1.11247,2295.01,-64.3882
1.26086,5715.29,-51.8754
1.40596,5833.05,-63.2945
1.05415,4378.85,-60.3347
1.06578,4588.02,-70.6729
0.497554,4340.19,-36.453
1.28924,3537.27,-88.409
0.342667,4773.05,-34.9229
1.71442,3614.31,-101.237
0.779765,5296.43,-41.0598
1.60352,5266.28,-108.02
0.119916,5234.45,-10.1267
0.288528,4713.35,-11.5129
1.56177,3462.6,-106.699
0.412392,5840.43,-18.7088
0.402211,5096.12,-30.486
1.47099,5381.57,-82.7076
0.113382,3215.4,-9.86024
1.5855,5547.9,-64.5088
0.258054,4443.37,-14.7254
1.53527,1971.98,-93.8222
1.56559,3474.01,-91.6688
0.587318,5602.62,-34.1578
0.109996,5662.91,-6.0549
0.365037,3947.9,-26.5503
0.467183,4021.65,-31.3676
1.45498,4930.64,-88.05
0.146378,4711.52,-6.28672
0.843545,4783.92,-54.1185
0.766758,5373.98,-41.4672
1.71703,5836.86,-80.4946
1.22113,5909.99,-62.463
0.185157,4642.45,-15.0297
1.60614,4330.67,-99.1279
0.517607,4332.6,-35.5072
0.272776,3566.86,-20.5828
1.08934,5945.25,-5.79599
0.462866,4338.17,-32.3442
0.817157,5821.97,-36.3142
1.06708,5340.45,-70.0894
1.12938,5257.77,-75.6866
1.13281,2015.54,-71.1031
0.476792,2920.41,-29.0389
0.0926933,3905.4,-5.04495
0.609619,5196.53,-39.5106
0.321234,3181.15,-16.297
0.111917,5550.54,-4.23243
0.107237,1634.12,-1.90609
0.44183,3507.29,-31.6084
1.65572,1792.95,-85.8942
0.575769,5782.25,-25.4841
0.758451,4648.31,-55.2986
1.58108,1872.78,-84.6936
0.759316,2461.83,-44.8755
1.07466,3488.83,-77.9584
0.690252,3790.85,-39.5593
0.423927,3104.55,-23.1966
0.579463,2968.2,-35.2534
1.12906,4680,-77.2434
0.375568,4065.77,-20.0294
1.52439,5425.36,-82.0733
0.0697643,5708.72,-3.47151
0.837653,4640.53,-61.0694
0.876764,3243.16,-45.043
1.65887,4347.78,-108.513
0.782403,4695.68,-59.4386
1.04322,3367.25,-71.1945
0.710203,3564.61,-45.761
0.201465,5624.17,-4.63521
0.165844,2941.4,-12.7071
0.226887,4629.65,-8.69911
1.63593,4795.75,-103.199
0.462113,3058.46,-33.1308
0.220938,3770.62,-13.2915
0.628679,6000.82,-25.1643
1.43335,5416.86,-85.1052
0.142398,4658.59,-7.92992
0.315174,5570.71,-16.1469
1.10901,4547.3,-73.8227
1.3006,5949.53,-56.8095
0.954037,5559.91,-45.3355
1.41708,4606.13,-86.3195
1.54169,2278.98,-96.7618
1.70205,3818.74,-117.909
0.412676,5429.98,-21.3079
0.861955,3810.75,-45.7248
0.365184,5948.8,-22.4223
0.904873,5962.58,-34.5081
1.51714,4937.67,-86.6417
0.258975,4607.52,-17.3375
1.0753,2598.42,-71.8181
0.391098,5733.25,-24.396
0.866496,1795.59,-53.9153
0.397322,3058.55,-25.025
0.206818,6032.85,-16.6632
0.250556,5915.47,-7.85814
0.392031,3401.62,-20.0605
0.494923,3487.46,-34.5575
0.263642,5346.49,-16.9075
0.900333,5045.26,-61.4506
1.23634,4266.16,-79.3454
0.527063,5251.72,-33.2723
1.45138,3162.5,-88.5756
0.301037,3714.83,-12.4786
0.474867,3298.29,-29.1501
0.195437,6045.71,-6.33172
0.317197,5390.38,-23.5408
0.171139,4562.24,-11.7956
0.349958,3340.29,-26.4002
0.113939,5447.64,-4.08525
0.925624,5941.13,-34.4399
0.75824,4506.48,-32.4119
0.984845,5816.01,-46.5994
0.234179,4169.16,-17.0653
1.31883,5442.54,-65.6746
0.629657,5790.12,-34.0967
0.647027,5229.78,-39.9433
1.47086,2105.92,-90.4924
1.00373,5283.31,-65.4426
0.392841,5414.82,-14.4458
0.285666,3228.62,-18.3465
0.726058,4254.05,-51.1293
1.54609,3745.14,-105.86
1.63331,4150.3,-101.161
1.46234,5139.79,-86.6561
1.01933,4218.53,-65.4532
1.11586,5442.05,-65.5624
0.384778,4581.47,-22.2678
0.572866,5013.84,-38.0071
0.857707,4337.61,-47.2758
0.978847,3883.94,-76.474
1.26362,5517.12,-73.578
0.82129,3088.65,-49.7989
0.0710855,5046.65,-5.50584
0.144271,4417.25,-9.8418
0.336138,4110.37,-25.7342
1.41752,2551.71,-84.5727
0.645897,4363.82,-40.753
0.335337,5929,-14.6307
0.746044,2742.07,-42.3658
1.00448,4973.55,-64.6196
1.31517,5438.68,-57.7541
1.99286,5461.18,-112.622
0.712745,5264.73,-43.7959
1.63374,5037.08,-101.798
0.606593,6006.73,-24.4376
1.52445,5782.24,-55.1524
0.46216,5303.2,-29.7877
0.999679,5982.91,-41.1885
1.07789,3987.19,-73.3919
0.579559,2303.27,-38.9352
0.755795,2880.97,-35.7893
1.61453,1086.67,-86.6576
1.61732,4228.35,-106.741
0.66125,3132.46,-41.204
0.389623,5288.44,-28.2333
0.307302,5003.58,-18.786
0.568168,1005.15,-25.5052
0.169815,2761.95,-7.08108
0.546095,5077.21,-37.2305
1.64934,746.648,-98.084
1.82978,4255.46,-124.913
0.907112,4747.47,-58.5396
0.915526,4185.66,-57.7058
0.929092,3834.2,-56.1474
1.17038,2880,-67.584
1.48174,5982.92,-50.7998
1.17178,5443.75,-60.0133
0.824822,5207.71,-51.8248
0.985622,3852.57,-67.0599
0.9752,2675.09,-56.2749
1.11226,3743.86,-73.056
0.333156,1340.73,-13.8478
1.60771,3821.58,-101.348
0.408012,3125.53,-24.5453
1.32988,5484.71,-76.5144
1.01,4689.89,-64.4253
0.241404,5451.98,-16.2887
0.982032,5213.76,-68.5795
0.927464,3706.29,-47.0448
0.662033,3944.24,-52.1341
0.898733,3514.68,-5.77064
0.0744061,4958.58,-3.38886
0.907225,3846.26,-55.5132
0.792784,3395.01,-54.0126
1.06309,2319.02,-63.9555
0.969157,2040.86,-47.6809
0.847481,1827.4,-50.0375
0.412569,5336.67,-16.316
0.129291,4941.6,-7.75477
0.735036,5857.68,-38.2795
1.78885,5393.58,-117.237
0.580609,4434.3,-37.9081
0.788148,5520.79,-37.444
1.63205,4579.04,-109.879
1.11513,5930.64,-38.1557
0.940551,3416.1,-55.9509
0.49572,4974.79,-31.1681
0.599842,3479.58,-34.0974
0.317616,5822.49,-12.4854
1.41143,2664.81,-86.4695
